year,level_1,level_2,value
2005,Male Age Specific Death Rate,1  -  4 Years,0.2
2005,Male Age Specific Death Rate,5  -  9 Years,0.1
2005,Male Age Specific Death Rate,10 - 14 Years,0.1
2005,Male Age Specific Death Rate,15 - 19 Years,0.3
2005,Male Age Specific Death Rate,20 - 24 Years,0.6
2005,Male Age Specific Death Rate,25 - 29 Years,0.5
2005,Male Age Specific Death Rate,30 - 34 Years,0.6
2005,Male Age Specific Death Rate,35 - 39 Years,1
2005,Male Age Specific Death Rate,40 - 44 Years,1.5
2005,Male Age Specific Death Rate,45 - 49 Years,2.4
2005,Male Age Specific Death Rate,50 - 54 Years,4.4
2005,Male Age Specific Death Rate,55 - 59 Years,7.5
2005,Male Age Specific Death Rate,60 - 64 Years,11.7
2005,Male Age Specific Death Rate,65 - 69 Years,21.7
2005,Male Age Specific Death Rate,70 - 74 Years,32
2005,Male Age Specific Death Rate,75 Years & Over,78
2005,Male Age Specific Death Rate,70 Years & Over,56.6
2005,Male Age Specific Death Rate,75 - 79 Years,51.3
2005,Male Age Specific Death Rate,80 - 84 Years,87.5
2005,Male Age Specific Death Rate,85 Years & Over,142.3
2005,Female Age Specific Death Rate,Under 1 Year,1.7
2005,Female Age Specific Death Rate,1  -  4 Years,0.2
2005,Female Age Specific Death Rate,5  -  9 Years,0.1
2005,Female Age Specific Death Rate,10 - 14 Years,0.1
2005,Female Age Specific Death Rate,15 - 19 Years,0.1
2005,Female Age Specific Death Rate,20 - 24 Years,0.3
2005,Female Age Specific Death Rate,25 - 29 Years,0.2
2005,Female Age Specific Death Rate,30 - 34 Years,0.4
2005,Female Age Specific Death Rate,35 - 39 Years,0.5
2005,Female Age Specific Death Rate,40 - 44 Years,0.9
2005,Female Age Specific Death Rate,45 - 49 Years,1.4
2005,Female Age Specific Death Rate,50 - 54 Years,2.5
2005,Female Age Specific Death Rate,55 - 59 Years,3.8
2005,Female Age Specific Death Rate,60 - 64 Years,7
2005,Female Age Specific Death Rate,65 - 69 Years,10.8
2005,Female Age Specific Death Rate,70 - 74 Years,18.9
2005,Female Age Specific Death Rate,75 Years & Over,61.5
2005,Female Age Specific Death Rate,70 Years & Over,44.3
2005,Female Age Specific Death Rate,75 - 79 Years,33.4
2005,Female Age Specific Death Rate,80 - 84 Years,59.6
2005,Female Age Specific Death Rate,85 Years & Over,118.8
2005,Total Age Specific Death Rate,Under 1 Year,2.1
2005,Total Age Specific Death Rate,1  -  4 Years,0.2
2005,Total Age Specific Death Rate,5  -  9 Years,0.1
2005,Total Age Specific Death Rate,10 - 14 Years,0.1
2005,Total Age Specific Death Rate,15 - 19 Years,0.2
2005,Total Age Specific Death Rate,20 - 24 Years,0.4
2005,Total Age Specific Death Rate,25 - 29 Years,0.4
2005,Total Age Specific Death Rate,30 - 34 Years,0.5
2005,Total Age Specific Death Rate,35 - 39 Years,0.8
2005,Total Age Specific Death Rate,40 - 44 Years,1.2
2005,Total Age Specific Death Rate,45 - 49 Years,1.9
2005,Total Age Specific Death Rate,50 - 54 Years,3.5
2005,Total Age Specific Death Rate,55 - 59 Years,5.7
2005,Total Age Specific Death Rate,60 - 64 Years,9.3
2005,Total Age Specific Death Rate,65 - 69 Years,16
2005,Total Age Specific Death Rate,70 - 74 Years,24.8
2005,Total Age Specific Death Rate,75 Years & Over,68
2005,Total Age Specific Death Rate,70 Years & Over,49.5
2005,Total Age Specific Death Rate,75 - 79 Years,40.9
2005,Total Age Specific Death Rate,80 - 84 Years,70.7
2005,Total Age Specific Death Rate,85 Years & Over,126.5
2006,Male Age Specific Death Rate,Under 1 Year,2.8
2006,Male Age Specific Death Rate,1  -  4 Years,0.1
2006,Male Age Specific Death Rate,5  -  9 Years,0.1
2006,Male Age Specific Death Rate,10 - 14 Years,0.2
2006,Male Age Specific Death Rate,15 - 19 Years,0.2
2006,Male Age Specific Death Rate,20 - 24 Years,0.5
2006,Male Age Specific Death Rate,25 - 29 Years,0.5
2006,Male Age Specific Death Rate,30 - 34 Years,0.6
2006,Male Age Specific Death Rate,35 - 39 Years,0.9
2006,Male Age Specific Death Rate,40 - 44 Years,1.6
2006,Male Age Specific Death Rate,45 - 49 Years,2.3
2006,Male Age Specific Death Rate,50 - 54 Years,4
2006,Male Age Specific Death Rate,55 - 59 Years,6.6
2006,Male Age Specific Death Rate,60 - 64 Years,11.6
2006,Male Age Specific Death Rate,65 - 69 Years,18.3
2006,Male Age Specific Death Rate,70 - 74 Years,30.7
2006,Male Age Specific Death Rate,75 Years & Over,78.1
2006,Male Age Specific Death Rate,70 Years & Over,56.5
2006,Male Age Specific Death Rate,75 - 79 Years,53.2
2006,Male Age Specific Death Rate,80 - 84 Years,84.5
2006,Male Age Specific Death Rate,85 Years & Over,141.9
2006,Female Age Specific Death Rate,Under 1 Year,2.4
2006,Female Age Specific Death Rate,1  -  4 Years,0.1
2006,Female Age Specific Death Rate,5  -  9 Years,0.1
2006,Female Age Specific Death Rate,10 - 14 Years,0.1
2006,Female Age Specific Death Rate,15 - 19 Years,0.2
2006,Female Age Specific Death Rate,20 - 24 Years,0.2
2006,Female Age Specific Death Rate,25 - 29 Years,0.3
2006,Female Age Specific Death Rate,30 - 34 Years,0.4
2006,Female Age Specific Death Rate,35 - 39 Years,0.5
2006,Female Age Specific Death Rate,40 - 44 Years,0.9
2006,Female Age Specific Death Rate,45 - 49 Years,1.4
2006,Female Age Specific Death Rate,50 - 54 Years,2.4
2006,Female Age Specific Death Rate,55 - 59 Years,4
2006,Female Age Specific Death Rate,60 - 64 Years,6.4
2006,Female Age Specific Death Rate,65 - 69 Years,10.2
2006,Female Age Specific Death Rate,70 - 74 Years,17.5
2006,Female Age Specific Death Rate,75 Years & Over,60.2
2006,Female Age Specific Death Rate,70 Years & Over,43.3
2006,Female Age Specific Death Rate,75 - 79 Years,34.5
2006,Female Age Specific Death Rate,80 - 84 Years,55.3
2006,Female Age Specific Death Rate,85 Years & Over,116.3
2006,Total Age Specific Death Rate,Under 1 Year,2.6
2006,Total Age Specific Death Rate,1  -  4 Years,0.1
2006,Total Age Specific Death Rate,5  -  9 Years,0.1
2006,Total Age Specific Death Rate,10 - 14 Years,0.2
2006,Total Age Specific Death Rate,15 - 19 Years,0.2
2006,Total Age Specific Death Rate,20 - 24 Years,0.4
2006,Total Age Specific Death Rate,25 - 29 Years,0.4
2006,Total Age Specific Death Rate,30 - 34 Years,0.5
2006,Total Age Specific Death Rate,35 - 39 Years,0.7
2006,Total Age Specific Death Rate,40 - 44 Years,1.3
2006,Total Age Specific Death Rate,45 - 49 Years,1.9
2006,Total Age Specific Death Rate,50 - 54 Years,3.2
2006,Total Age Specific Death Rate,55 - 59 Years,5.3
2006,Total Age Specific Death Rate,60 - 64 Years,9
2006,Total Age Specific Death Rate,65 - 69 Years,14.1
2006,Total Age Specific Death Rate,70 - 74 Years,23.6
2006,Total Age Specific Death Rate,75 Years & Over,67.3
2006,Total Age Specific Death Rate,70 Years & Over,48.9
2006,Total Age Specific Death Rate,75 - 79 Years,42.5
2006,Total Age Specific Death Rate,80 - 84 Years,66.8
2006,Total Age Specific Death Rate,85 Years & Over,124.8
2007,Male Age Specific Death Rate,Under 1 Year,2.6
2007,Male Age Specific Death Rate,1  -  4 Years,0.1
2007,Male Age Specific Death Rate,5  -  9 Years,0.1
2007,Male Age Specific Death Rate,10 - 14 Years,0.1
2007,Male Age Specific Death Rate,15 - 19 Years,0.2
2007,Male Age Specific Death Rate,20 - 24 Years,0.6
2007,Male Age Specific Death Rate,25 - 29 Years,0.7
2007,Male Age Specific Death Rate,30 - 34 Years,0.5
2007,Male Age Specific Death Rate,35 - 39 Years,0.9
2007,Male Age Specific Death Rate,40 - 44 Years,1.5
2007,Male Age Specific Death Rate,45 - 49 Years,2.3
2007,Male Age Specific Death Rate,50 - 54 Years,4.1
2007,Male Age Specific Death Rate,55 - 59 Years,6.5
2007,Male Age Specific Death Rate,60 - 64 Years,11.2
2007,Male Age Specific Death Rate,65 - 69 Years,19.1
2007,Male Age Specific Death Rate,70 - 74 Years,32.2
2007,Male Age Specific Death Rate,75 Years & Over,78.7
2007,Male Age Specific Death Rate,70 Years & Over,58
2007,Male Age Specific Death Rate,75 - 79 Years,52.1
2007,Male Age Specific Death Rate,80 - 84 Years,86.7
2007,Male Age Specific Death Rate,85 Years & Over,145.3
2007,Female Age Specific Death Rate,Under 1 Year,1.5
2007,Female Age Specific Death Rate,1  -  4 Years,0.1
2007,Female Age Specific Death Rate,5  -  9 Years,0.1
2007,Female Age Specific Death Rate,10 - 14 Years,0.1
2007,Female Age Specific Death Rate,15 - 19 Years,0.2
2007,Female Age Specific Death Rate,20 - 24 Years,0.2
2007,Female Age Specific Death Rate,25 - 29 Years,0.2
2007,Female Age Specific Death Rate,30 - 34 Years,0.3
2007,Female Age Specific Death Rate,35 - 39 Years,0.4
2007,Female Age Specific Death Rate,40 - 44 Years,0.9
2007,Female Age Specific Death Rate,45 - 49 Years,1.4
2007,Female Age Specific Death Rate,50 - 54 Years,2.1
2007,Female Age Specific Death Rate,55 - 59 Years,3.7
2007,Female Age Specific Death Rate,60 - 64 Years,5.8
2007,Female Age Specific Death Rate,65 - 69 Years,9.7
2007,Female Age Specific Death Rate,70 - 74 Years,20.5
2007,Female Age Specific Death Rate,75 Years & Over,59.3
2007,Female Age Specific Death Rate,70 Years & Over,44.4
2007,Female Age Specific Death Rate,75 - 79 Years,32.7
2007,Female Age Specific Death Rate,80 - 84 Years,55.6
2007,Female Age Specific Death Rate,85 Years & Over,115.4
2007,Total Age Specific Death Rate,Under 1 Year,2.1
2007,Total Age Specific Death Rate,1  -  4 Years,0.1
2007,Total Age Specific Death Rate,5  -  9 Years,0.1
2007,Total Age Specific Death Rate,10 - 14 Years,0.1
2007,Total Age Specific Death Rate,15 - 19 Years,0.2
2007,Total Age Specific Death Rate,20 - 24 Years,0.4
2007,Total Age Specific Death Rate,25 - 29 Years,0.4
2007,Total Age Specific Death Rate,30 - 34 Years,0.4
2007,Total Age Specific Death Rate,35 - 39 Years,0.6
2007,Total Age Specific Death Rate,40 - 44 Years,1.2
2007,Total Age Specific Death Rate,45 - 49 Years,1.9
2007,Total Age Specific Death Rate,50 - 54 Years,3.1
2007,Total Age Specific Death Rate,55 - 59 Years,5.1
2007,Total Age Specific Death Rate,60 - 64 Years,8.5
2007,Total Age Specific Death Rate,65 - 69 Years,14.1
2007,Total Age Specific Death Rate,70 - 74 Years,25.9
2007,Total Age Specific Death Rate,75 Years & Over,67
2007,Total Age Specific Death Rate,70 Years & Over,50.2
2007,Total Age Specific Death Rate,75 - 79 Years,41
2007,Total Age Specific Death Rate,80 - 84 Years,67.7
2007,Total Age Specific Death Rate,85 Years & Over,125.3
2008,Male Age Specific Death Rate,Under 1 Year,2.6
2008,Male Age Specific Death Rate,1  -  4 Years,0.1
2008,Male Age Specific Death Rate,5  -  9 Years,0.1
2008,Male Age Specific Death Rate,10 - 14 Years,0.1
2008,Male Age Specific Death Rate,15 - 19 Years,0.3
2008,Male Age Specific Death Rate,20 - 24 Years,0.4
2008,Male Age Specific Death Rate,25 - 29 Years,0.5
2008,Male Age Specific Death Rate,30 - 34 Years,0.5
2008,Male Age Specific Death Rate,35 - 39 Years,0.9
2008,Male Age Specific Death Rate,40 - 44 Years,1.4
2008,Male Age Specific Death Rate,45 - 49 Years,2.4
2008,Male Age Specific Death Rate,50 - 54 Years,4
2008,Male Age Specific Death Rate,55 - 59 Years,6.6
2008,Male Age Specific Death Rate,60 - 64 Years,10.6
2008,Male Age Specific Death Rate,65 - 69 Years,18.3
2008,Male Age Specific Death Rate,70 - 74 Years,30.3
2008,Male Age Specific Death Rate,75 Years & Over,73.3
2008,Male Age Specific Death Rate,70 Years & Over,54.3
2008,Male Age Specific Death Rate,75 - 79 Years,48.8
2008,Male Age Specific Death Rate,80 - 84 Years,79.5
2008,Male Age Specific Death Rate,85 Years & Over,135.8
2008,Female Age Specific Death Rate,Under 1 Year,1.7
2008,Female Age Specific Death Rate,1  -  4 Years,0.2
2008,Female Age Specific Death Rate,5  -  9 Years,-
2008,Female Age Specific Death Rate,10 - 14 Years,0.1
2008,Female Age Specific Death Rate,15 - 19 Years,0.1
2008,Female Age Specific Death Rate,20 - 24 Years,0.3
2008,Female Age Specific Death Rate,25 - 29 Years,0.3
2008,Female Age Specific Death Rate,30 - 34 Years,0.3
2008,Female Age Specific Death Rate,35 - 39 Years,0.5
2008,Female Age Specific Death Rate,40 - 44 Years,0.9
2008,Female Age Specific Death Rate,45 - 49 Years,1.2
2008,Female Age Specific Death Rate,50 - 54 Years,2.3
2008,Female Age Specific Death Rate,55 - 59 Years,3.6
2008,Female Age Specific Death Rate,60 - 64 Years,5.7
2008,Female Age Specific Death Rate,65 - 69 Years,9.8
2008,Female Age Specific Death Rate,70 - 74 Years,18.7
2008,Female Age Specific Death Rate,75 Years & Over,57.6
2008,Female Age Specific Death Rate,70 Years & Over,42.9
2008,Female Age Specific Death Rate,75 - 79 Years,31.6
2008,Female Age Specific Death Rate,80 - 84 Years,52.5
2008,Female Age Specific Death Rate,85 Years & Over,112.7
2008,Total Age Specific Death Rate,Under 1 Year,2.1
2008,Total Age Specific Death Rate,1  -  4 Years,0.2
2008,Total Age Specific Death Rate,5  -  9 Years,0.1
2008,Total Age Specific Death Rate,10 - 14 Years,0.1
2008,Total Age Specific Death Rate,15 - 19 Years,0.2
2008,Total Age Specific Death Rate,20 - 24 Years,0.4
2008,Total Age Specific Death Rate,25 - 29 Years,0.4
2008,Total Age Specific Death Rate,30 - 34 Years,0.4
2008,Total Age Specific Death Rate,35 - 39 Years,0.7
2008,Total Age Specific Death Rate,40 - 44 Years,1.2
2008,Total Age Specific Death Rate,45 - 49 Years,1.8
2008,Total Age Specific Death Rate,50 - 54 Years,3.2
2008,Total Age Specific Death Rate,55 - 59 Years,5.1
2008,Total Age Specific Death Rate,60 - 64 Years,8.1
2008,Total Age Specific Death Rate,65 - 69 Years,13.9
2008,Total Age Specific Death Rate,70 - 74 Years,24.1
2008,Total Age Specific Death Rate,75 Years & Over,63.9
2008,Total Age Specific Death Rate,70 Years & Over,47.7
2008,Total Age Specific Death Rate,75 - 79 Years,39.1
2008,Total Age Specific Death Rate,80 - 84 Years,63
2008,Total Age Specific Death Rate,85 Years & Over,120.3
2009,Male Age Specific Death Rate,Under 1 Year,2.6
2009,Male Age Specific Death Rate,1  -  4 Years,0.2
2009,Male Age Specific Death Rate,5  -  9 Years,0.1
2009,Male Age Specific Death Rate,10 - 14 Years,0.2
2009,Male Age Specific Death Rate,15 - 19 Years,0.3
2009,Male Age Specific Death Rate,20 - 24 Years,0.5
2009,Male Age Specific Death Rate,25 - 29 Years,0.5
2009,Male Age Specific Death Rate,30 - 34 Years,0.6
2009,Male Age Specific Death Rate,35 - 39 Years,0.8
2009,Male Age Specific Death Rate,40 - 44 Years,1.2
2009,Male Age Specific Death Rate,45 - 49 Years,2
2009,Male Age Specific Death Rate,50 - 54 Years,3.9
2009,Male Age Specific Death Rate,55 - 59 Years,6
2009,Male Age Specific Death Rate,60 - 64 Years,9.9
2009,Male Age Specific Death Rate,65 - 69 Years,16.3
2009,Male Age Specific Death Rate,70 - 74 Years,28.6
2009,Male Age Specific Death Rate,75 Years & Over,70.7
2009,Male Age Specific Death Rate,70 Years & Over,52
2009,Male Age Specific Death Rate,75 - 79 Years,46.9
2009,Male Age Specific Death Rate,80 - 84 Years,73.4
2009,Male Age Specific Death Rate,85 Years & Over,135.6
2009,Female Age Specific Death Rate,Under 1 Year,1.7
2009,Female Age Specific Death Rate,1  -  4 Years,0.2
2009,Female Age Specific Death Rate,5  -  9 Years,-
2009,Female Age Specific Death Rate,10 - 14 Years,0.1
2009,Female Age Specific Death Rate,15 - 19 Years,0.2
2009,Female Age Specific Death Rate,20 - 24 Years,0.2
2009,Female Age Specific Death Rate,25 - 29 Years,0.2
2009,Female Age Specific Death Rate,30 - 34 Years,0.3
2009,Female Age Specific Death Rate,35 - 39 Years,0.4
2009,Female Age Specific Death Rate,40 - 44 Years,0.7
2009,Female Age Specific Death Rate,45 - 49 Years,1.3
2009,Female Age Specific Death Rate,50 - 54 Years,2.2
2009,Female Age Specific Death Rate,55 - 59 Years,3.3
2009,Female Age Specific Death Rate,60 - 64 Years,5
2009,Female Age Specific Death Rate,65 - 69 Years,9.7
2009,Female Age Specific Death Rate,70 - 74 Years,15.8
2009,Female Age Specific Death Rate,75 Years & Over,55.8
2009,Female Age Specific Death Rate,70 Years & Over,40.5
2009,Female Age Specific Death Rate,75 - 79 Years,30
2009,Female Age Specific Death Rate,80 - 84 Years,48.5
2009,Female Age Specific Death Rate,85 Years & Over,112.7
2009,Total Age Specific Death Rate,Under 1 Year,2.2
2009,Total Age Specific Death Rate,1  -  4 Years,0.2
2009,Total Age Specific Death Rate,5  -  9 Years,0.1
2009,Total Age Specific Death Rate,10 - 14 Years,0.1
2009,Total Age Specific Death Rate,15 - 19 Years,0.2
2009,Total Age Specific Death Rate,20 - 24 Years,0.4
2009,Total Age Specific Death Rate,25 - 29 Years,0.3
2009,Total Age Specific Death Rate,30 - 34 Years,0.4
2009,Total Age Specific Death Rate,35 - 39 Years,0.6
2009,Total Age Specific Death Rate,40 - 44 Years,0.9
2009,Total Age Specific Death Rate,45 - 49 Years,1.6
2009,Total Age Specific Death Rate,50 - 54 Years,3
2009,Total Age Specific Death Rate,55 - 59 Years,4.7
2009,Total Age Specific Death Rate,60 - 64 Years,7.4
2009,Total Age Specific Death Rate,65 - 69 Years,12.8
2009,Total Age Specific Death Rate,70 - 74 Years,21.7
2009,Total Age Specific Death Rate,75 Years & Over,61.7
2009,Total Age Specific Death Rate,70 Years & Over,45.4
2009,Total Age Specific Death Rate,75 - 79 Years,37.4
2009,Total Age Specific Death Rate,80 - 84 Years,58.3
2009,Total Age Specific Death Rate,85 Years & Over,120.3
2010,Male Age Specific Death Rate,Under 1 Year,1.9
2010,Male Age Specific Death Rate,1  -  4 Years,0.2
2010,Male Age Specific Death Rate,5  -  9 Years,0.1
2010,Male Age Specific Death Rate,10 - 14 Years,0.1
2010,Male Age Specific Death Rate,15 - 19 Years,0.2
2010,Male Age Specific Death Rate,20 - 24 Years,0.4
2010,Male Age Specific Death Rate,25 - 29 Years,0.4
2010,Male Age Specific Death Rate,30 - 34 Years,0.4
2010,Male Age Specific Death Rate,35 - 39 Years,0.8
2010,Male Age Specific Death Rate,40 - 44 Years,1.3
2010,Male Age Specific Death Rate,45 - 49 Years,2.2
2010,Male Age Specific Death Rate,50 - 54 Years,3.9
2010,Male Age Specific Death Rate,55 - 59 Years,5.7
2010,Male Age Specific Death Rate,60 - 64 Years,9.4
2010,Male Age Specific Death Rate,65 - 69 Years,16.6
2010,Male Age Specific Death Rate,70 - 74 Years,27.1
2010,Male Age Specific Death Rate,75 Years & Over,71.4
2010,Male Age Specific Death Rate,70 Years & Over,51.7
2010,Male Age Specific Death Rate,75 - 79 Years,45.2
2010,Male Age Specific Death Rate,80 - 84 Years,76.4
2010,Male Age Specific Death Rate,85 Years & Over,140
2010,Female Age Specific Death Rate,Under 1 Year,2.1
2010,Female Age Specific Death Rate,1  -  4 Years,0.1
2010,Female Age Specific Death Rate,5  -  9 Years,0.1
2010,Female Age Specific Death Rate,10 - 14 Years,0.1
2010,Female Age Specific Death Rate,15 - 19 Years,0.1
2010,Female Age Specific Death Rate,20 - 24 Years,0.2
2010,Female Age Specific Death Rate,25 - 29 Years,0.2
2010,Female Age Specific Death Rate,30 - 34 Years,0.2
2010,Female Age Specific Death Rate,35 - 39 Years,0.5
2010,Female Age Specific Death Rate,40 - 44 Years,0.7
2010,Female Age Specific Death Rate,45 - 49 Years,1.2
2010,Female Age Specific Death Rate,50 - 54 Years,1.9
2010,Female Age Specific Death Rate,55 - 59 Years,3.3
2010,Female Age Specific Death Rate,60 - 64 Years,5.3
2010,Female Age Specific Death Rate,65 - 69 Years,8.8
2010,Female Age Specific Death Rate,70 - 74 Years,15.1
2010,Female Age Specific Death Rate,75 Years & Over,54.8
2010,Female Age Specific Death Rate,70 Years & Over,39.7
2010,Female Age Specific Death Rate,75 - 79 Years,27.1
2010,Female Age Specific Death Rate,80 - 84 Years,50.2
2010,Female Age Specific Death Rate,85 Years & Over,112.5
2010,Total Age Specific Death Rate,Under 1 Year,2
2010,Total Age Specific Death Rate,1  -  4 Years,0.1
2010,Total Age Specific Death Rate,5  -  9 Years,0.1
2010,Total Age Specific Death Rate,10 - 14 Years,0.1
2010,Total Age Specific Death Rate,15 - 19 Years,0.2
2010,Total Age Specific Death Rate,20 - 24 Years,0.3
2010,Total Age Specific Death Rate,25 - 29 Years,0.3
2010,Total Age Specific Death Rate,30 - 34 Years,0.3
2010,Total Age Specific Death Rate,35 - 39 Years,0.6
2010,Total Age Specific Death Rate,40 - 44 Years,1
2010,Total Age Specific Death Rate,45 - 49 Years,1.7
2010,Total Age Specific Death Rate,50 - 54 Years,3
2010,Total Age Specific Death Rate,55 - 59 Years,4.5
2010,Total Age Specific Death Rate,60 - 64 Years,7.3
2010,Total Age Specific Death Rate,65 - 69 Years,12.5
2010,Total Age Specific Death Rate,70 - 74 Years,20.7
2010,Total Age Specific Death Rate,75 Years & Over,61.4
2010,Total Age Specific Death Rate,70 Years & Over,44.8
2010,Total Age Specific Death Rate,75 - 79 Years,34.9
2010,Total Age Specific Death Rate,80 - 84 Years,60.4
2010,Total Age Specific Death Rate,85 Years & Over,121.5
2011,Male Age Specific Death Rate,Under 1 Year,2.3
2011,Male Age Specific Death Rate,1  -  4 Years,0.2
2011,Male Age Specific Death Rate,5  -  9 Years,0.1
2011,Male Age Specific Death Rate,10 - 14 Years,0.1
2011,Male Age Specific Death Rate,15 - 19 Years,0.2
2011,Male Age Specific Death Rate,20 - 24 Years,0.5
2011,Male Age Specific Death Rate,25 - 29 Years,0.4
2011,Male Age Specific Death Rate,30 - 34 Years,0.5
2011,Male Age Specific Death Rate,35 - 39 Years,0.7
2011,Male Age Specific Death Rate,40 - 44 Years,1
2011,Male Age Specific Death Rate,45 - 49 Years,2.2
2011,Male Age Specific Death Rate,50 - 54 Years,3.6
2011,Male Age Specific Death Rate,55 - 59 Years,5.9
2011,Male Age Specific Death Rate,60 - 64 Years,8.9
2011,Male Age Specific Death Rate,65 - 69 Years,16.4
2011,Male Age Specific Death Rate,70 - 74 Years,26
2011,Male Age Specific Death Rate,75 Years & Over,69.7
2011,Male Age Specific Death Rate,70 Years & Over,49.9
2011,Male Age Specific Death Rate,75 - 79 Years,47.2
2011,Male Age Specific Death Rate,80 - 84 Years,71.3
2011,Male Age Specific Death Rate,85 Years & Over,130.8
2011,Female Age Specific Death Rate,Under 1 Year,1.7
2011,Female Age Specific Death Rate,1  -  4 Years,0.1
2011,Female Age Specific Death Rate,5  -  9 Years,0.1
2011,Female Age Specific Death Rate,10 - 14 Years,-
2011,Female Age Specific Death Rate,15 - 19 Years,0.2
2011,Female Age Specific Death Rate,20 - 24 Years,0.2
2011,Female Age Specific Death Rate,25 - 29 Years,0.2
2011,Female Age Specific Death Rate,30 - 34 Years,0.3
2011,Female Age Specific Death Rate,35 - 39 Years,0.4
2011,Female Age Specific Death Rate,40 - 44 Years,0.8
2011,Female Age Specific Death Rate,45 - 49 Years,1.3
2011,Female Age Specific Death Rate,50 - 54 Years,2.1
2011,Female Age Specific Death Rate,55 - 59 Years,2.9
2011,Female Age Specific Death Rate,60 - 64 Years,5.2
2011,Female Age Specific Death Rate,65 - 69 Years,9
2011,Female Age Specific Death Rate,70 - 74 Years,14.7
2011,Female Age Specific Death Rate,75 Years & Over,54.8
2011,Female Age Specific Death Rate,70 Years & Over,39.2
2011,Female Age Specific Death Rate,75 - 79 Years,29
2011,Female Age Specific Death Rate,80 - 84 Years,48.4
2011,Female Age Specific Death Rate,85 Years & Over,109.4
2011,Total Age Specific Death Rate,Under 1 Year,2
2011,Total Age Specific Death Rate,1  -  4 Years,0.2
2011,Total Age Specific Death Rate,5  -  9 Years,0.1
2011,Total Age Specific Death Rate,10 - 14 Years,0.1
2011,Total Age Specific Death Rate,15 - 19 Years,0.2
2011,Total Age Specific Death Rate,20 - 24 Years,0.3
2011,Total Age Specific Death Rate,25 - 29 Years,0.3
2011,Total Age Specific Death Rate,30 - 34 Years,0.4
2011,Total Age Specific Death Rate,35 - 39 Years,0.5
2011,Total Age Specific Death Rate,40 - 44 Years,0.9
2011,Total Age Specific Death Rate,45 - 49 Years,1.7
2011,Total Age Specific Death Rate,50 - 54 Years,2.8
2011,Total Age Specific Death Rate,55 - 59 Years,4.4
2011,Total Age Specific Death Rate,60 - 64 Years,7
2011,Total Age Specific Death Rate,65 - 69 Years,12.6
2011,Total Age Specific Death Rate,70 - 74 Years,19.9
2011,Total Age Specific Death Rate,75 Years & Over,60.7
2011,Total Age Specific Death Rate,70 Years & Over,43.7
2011,Total Age Specific Death Rate,75 - 79 Years,37
2011,Total Age Specific Death Rate,80 - 84 Years,57.4
2011,Total Age Specific Death Rate,85 Years & Over,116.4
2012,Male Age Specific Death Rate,Under 1 Year,2
2012,Male Age Specific Death Rate,1  -  4 Years,0.2
2012,Male Age Specific Death Rate,5  -  9 Years,0.1
2012,Male Age Specific Death Rate,10 - 14 Years,0.2
2012,Male Age Specific Death Rate,15 - 19 Years,0.2
2012,Male Age Specific Death Rate,20 - 24 Years,0.5
2012,Male Age Specific Death Rate,25 - 29 Years,0.4
2012,Male Age Specific Death Rate,30 - 34 Years,0.4
2012,Male Age Specific Death Rate,35 - 39 Years,0.6
2012,Male Age Specific Death Rate,40 - 44 Years,1.2
2012,Male Age Specific Death Rate,45 - 49 Years,1.9
2012,Male Age Specific Death Rate,50 - 54 Years,3.1
2012,Male Age Specific Death Rate,55 - 59 Years,5.8
2012,Male Age Specific Death Rate,60 - 64 Years,9.7
2012,Male Age Specific Death Rate,65 - 69 Years,15.2
2012,Male Age Specific Death Rate,70 - 74 Years,26.5
2012,Male Age Specific Death Rate,75 Years & Over,67.7
2012,Male Age Specific Death Rate,70 Years & Over,49.1
2012,Male Age Specific Death Rate,75 - 79 Years,42.3
2012,Male Age Specific Death Rate,80 - 84 Years,69.9
2012,Male Age Specific Death Rate,85 Years & Over,132.3
2012,Female Age Specific Death Rate,Under 1 Year,1.6
2012,Female Age Specific Death Rate,1  -  4 Years,0.1
2012,Female Age Specific Death Rate,5  -  9 Years,0.1
2012,Female Age Specific Death Rate,10 - 14 Years,0.1
2012,Female Age Specific Death Rate,15 - 19 Years,0.2
2012,Female Age Specific Death Rate,20 - 24 Years,0.2
2012,Female Age Specific Death Rate,25 - 29 Years,0.2
2012,Female Age Specific Death Rate,30 - 34 Years,0.4
2012,Female Age Specific Death Rate,35 - 39 Years,0.5
2012,Female Age Specific Death Rate,40 - 44 Years,0.7
2012,Female Age Specific Death Rate,45 - 49 Years,1.3
2012,Female Age Specific Death Rate,50 - 54 Years,2
2012,Female Age Specific Death Rate,55 - 59 Years,3.3
2012,Female Age Specific Death Rate,60 - 64 Years,5.1
2012,Female Age Specific Death Rate,65 - 69 Years,8.7
2012,Female Age Specific Death Rate,70 - 74 Years,14.5
2012,Female Age Specific Death Rate,75 Years & Over,53.6
2012,Female Age Specific Death Rate,70 Years & Over,38.2
2012,Female Age Specific Death Rate,75 - 79 Years,26.3
2012,Female Age Specific Death Rate,80 - 84 Years,46.4
2012,Female Age Specific Death Rate,85 Years & Over,108.3
2012,Total Age Specific Death Rate,Under 1 Year,1.8
2012,Total Age Specific Death Rate,1  -  4 Years,0.2
2012,Total Age Specific Death Rate,5  -  9 Years,0.1
2012,Total Age Specific Death Rate,10 - 14 Years,0.1
2012,Total Age Specific Death Rate,15 - 19 Years,0.2
2012,Total Age Specific Death Rate,20 - 24 Years,0.3
