year,level_1,level_2,value
1998,Male Age Specific Death Rate,75 - 79 Years,64.9
1998,Male Age Specific Death Rate,80 - 84 Years,103.4
1998,Male Age Specific Death Rate,85 Years & Over,135.2
1998,Female Age Specific Death Rate,Under 1 Year,4.1
1998,Female Age Specific Death Rate,1  -  4 Years,0.3
1998,Female Age Specific Death Rate,5  -  9 Years,0.1
1998,Female Age Specific Death Rate,10 - 14 Years,0.2
1998,Female Age Specific Death Rate,15 - 19 Years,0.3
1998,Female Age Specific Death Rate,20 - 24 Years,0.2
1998,Female Age Specific Death Rate,25 - 29 Years,0.4
1998,Female Age Specific Death Rate,30 - 34 Years,0.4
1998,Female Age Specific Death Rate,35 - 39 Years,0.6
1998,Female Age Specific Death Rate,40 - 44 Years,1
1998,Female Age Specific Death Rate,45 - 49 Years,1.7
1998,Female Age Specific Death Rate,50 - 54 Years,3.2
1998,Female Age Specific Death Rate,55 - 59 Years,5.1
1998,Female Age Specific Death Rate,60 - 64 Years,9.6
1998,Female Age Specific Death Rate,65 - 69 Years,15.9
1998,Female Age Specific Death Rate,70 - 74 Years,24.8
1998,Female Age Specific Death Rate,75 Years & Over,72.5
1998,Female Age Specific Death Rate,70 Years & Over,52.8
1998,Female Age Specific Death Rate,75 - 79 Years,44.4
1998,Female Age Specific Death Rate,80 - 84 Years,71.1
1998,Female Age Specific Death Rate,85 Years & Over,128.3
1998,Total Age Specific Death Rate,Under 1 Year,4.1
1998,Total Age Specific Death Rate,1  -  4 Years,0.3
1998,Total Age Specific Death Rate,5  -  9 Years,0.1
1998,Total Age Specific Death Rate,10 - 14 Years,0.2
1998,Total Age Specific Death Rate,15 - 19 Years,0.3
1998,Total Age Specific Death Rate,20 - 24 Years,0.4
1998,Total Age Specific Death Rate,25 - 29 Years,0.5
1998,Total Age Specific Death Rate,30 - 34 Years,0.6
1998,Total Age Specific Death Rate,35 - 39 Years,0.9
1998,Total Age Specific Death Rate,40 - 44 Years,1.4
1998,Total Age Specific Death Rate,45 - 49 Years,2.3
1998,Total Age Specific Death Rate,50 - 54 Years,4.1
1998,Total Age Specific Death Rate,55 - 59 Years,7.1
1998,Total Age Specific Death Rate,60 - 64 Years,12.8
1998,Total Age Specific Death Rate,65 - 69 Years,21.4
1998,Total Age Specific Death Rate,70 - 74 Years,32.8
1998,Total Age Specific Death Rate,75 Years & Over,79.4
1998,Total Age Specific Death Rate,70 Years & Over,58.7
1998,Total Age Specific Death Rate,75 - 79 Years,53.2
1998,Total Age Specific Death Rate,80 - 84 Years,83.7
1998,Total Age Specific Death Rate,85 Years & Over,130.8
1999,Male Age Specific Death Rate,Under 1 Year,3.2
1999,Male Age Specific Death Rate,1  -  4 Years,0.2
1999,Male Age Specific Death Rate,5  -  9 Years,0.1
1999,Male Age Specific Death Rate,10 - 14 Years,0.2
1999,Male Age Specific Death Rate,15 - 19 Years,0.4
1999,Male Age Specific Death Rate,20 - 24 Years,0.7
1999,Male Age Specific Death Rate,25 - 29 Years,0.6
1999,Male Age Specific Death Rate,30 - 34 Years,0.7
1999,Male Age Specific Death Rate,35 - 39 Years,1
1999,Male Age Specific Death Rate,40 - 44 Years,1.7
1999,Male Age Specific Death Rate,45 - 49 Years,2.5
1999,Male Age Specific Death Rate,50 - 54 Years,4.7
1999,Male Age Specific Death Rate,55 - 59 Years,8.3
1999,Male Age Specific Death Rate,60 - 64 Years,16
1999,Male Age Specific Death Rate,65 - 69 Years,25.1
1999,Male Age Specific Death Rate,70 - 74 Years,37.8
1999,Male Age Specific Death Rate,75 Years & Over,89.8
1999,Male Age Specific Death Rate,70 Years & Over,64.5
1999,Male Age Specific Death Rate,75 - 79 Years,64.2
1999,Male Age Specific Death Rate,80 - 84 Years,96.2
1999,Male Age Specific Death Rate,85 Years & Over,150.5
1999,Female Age Specific Death Rate,Under 1 Year,3.4
1999,Female Age Specific Death Rate,1  -  4 Years,0.2
1999,Female Age Specific Death Rate,5  -  9 Years,0.1
1999,Female Age Specific Death Rate,10 - 14 Years,0.2
1999,Female Age Specific Death Rate,15 - 19 Years,0.3
1999,Female Age Specific Death Rate,20 - 24 Years,0.3
1999,Female Age Specific Death Rate,25 - 29 Years,0.3
1999,Female Age Specific Death Rate,30 - 34 Years,0.4
1999,Female Age Specific Death Rate,35 - 39 Years,0.6
1999,Female Age Specific Death Rate,40 - 44 Years,1
1999,Female Age Specific Death Rate,45 - 49 Years,1.9
1999,Female Age Specific Death Rate,50 - 54 Years,2.6
1999,Female Age Specific Death Rate,55 - 59 Years,4.8
1999,Female Age Specific Death Rate,60 - 64 Years,8.2
1999,Female Age Specific Death Rate,65 - 69 Years,15
1999,Female Age Specific Death Rate,70 - 74 Years,23.2
1999,Female Age Specific Death Rate,75 Years & Over,73
1999,Female Age Specific Death Rate,70 Years & Over,51.9
1999,Female Age Specific Death Rate,75 - 79 Years,44.1
1999,Female Age Specific Death Rate,80 - 84 Years,68.7
1999,Female Age Specific Death Rate,85 Years & Over,133.8
1999,Total Age Specific Death Rate,Under 1 Year,3.3
1999,Total Age Specific Death Rate,1  -  4 Years,0.2
1999,Total Age Specific Death Rate,5  -  9 Years,0.1
1999,Total Age Specific Death Rate,10 - 14 Years,0.2
1999,Total Age Specific Death Rate,15 - 19 Years,0.3
1999,Total Age Specific Death Rate,20 - 24 Years,0.5
1999,Total Age Specific Death Rate,25 - 29 Years,0.4
1999,Total Age Specific Death Rate,30 - 34 Years,0.6
1999,Total Age Specific Death Rate,35 - 39 Years,0.8
1999,Total Age Specific Death Rate,40 - 44 Years,1.3
1999,Total Age Specific Death Rate,45 - 49 Years,2.2
1999,Total Age Specific Death Rate,50 - 54 Years,3.7
1999,Total Age Specific Death Rate,55 - 59 Years,6.5
1999,Total Age Specific Death Rate,60 - 64 Years,12
1999,Total Age Specific Death Rate,65 - 69 Years,19.8
1999,Total Age Specific Death Rate,70 - 74 Years,30
1999,Total Age Specific Death Rate,75 Years & Over,79.8
1999,Total Age Specific Death Rate,70 Years & Over,57.3
1999,Total Age Specific Death Rate,75 - 79 Years,52.9
1999,Total Age Specific Death Rate,80 - 84 Years,79.4
1999,Total Age Specific Death Rate,85 Years & Over,139.7
2000,Male Age Specific Death Rate,Under 1 Year,2.8
2000,Male Age Specific Death Rate,1  -  4 Years,0.3
2000,Male Age Specific Death Rate,5  -  9 Years,0.1
2000,Male Age Specific Death Rate,10 - 14 Years,0.3
2000,Male Age Specific Death Rate,15 - 19 Years,0.3
2000,Male Age Specific Death Rate,20 - 24 Years,0.7
2000,Male Age Specific Death Rate,25 - 29 Years,0.6
2000,Male Age Specific Death Rate,30 - 34 Years,0.8
2000,Male Age Specific Death Rate,35 - 39 Years,1.3
2000,Male Age Specific Death Rate,40 - 44 Years,1.8
2000,Male Age Specific Death Rate,45 - 49 Years,2.7
2000,Male Age Specific Death Rate,50 - 54 Years,4.2
2000,Male Age Specific Death Rate,55 - 59 Years,7.9
2000,Male Age Specific Death Rate,60 - 64 Years,14.4
2000,Male Age Specific Death Rate,65 - 69 Years,24.5
2000,Male Age Specific Death Rate,70 - 74 Years,36.4
2000,Male Age Specific Death Rate,75 Years & Over,89
2000,Male Age Specific Death Rate,70 Years & Over,63.3
2000,Male Age Specific Death Rate,75 - 79 Years,61.6
2000,Male Age Specific Death Rate,80 - 84 Years,103
2000,Male Age Specific Death Rate,85 Years & Over,147.7
2000,Female Age Specific Death Rate,Under 1 Year,2.2
2000,Female Age Specific Death Rate,1  -  4 Years,0.3
2000,Female Age Specific Death Rate,5  -  9 Years,0.2
2000,Female Age Specific Death Rate,10 - 14 Years,0.2
2000,Female Age Specific Death Rate,15 - 19 Years,0.2
2000,Female Age Specific Death Rate,20 - 24 Years,0.2
2000,Female Age Specific Death Rate,25 - 29 Years,0.3
2000,Female Age Specific Death Rate,30 - 34 Years,0.5
2000,Female Age Specific Death Rate,35 - 39 Years,0.7
2000,Female Age Specific Death Rate,40 - 44 Years,1
2000,Female Age Specific Death Rate,45 - 49 Years,1.7
2000,Female Age Specific Death Rate,50 - 54 Years,2.8
2000,Female Age Specific Death Rate,55 - 59 Years,4.3
2000,Female Age Specific Death Rate,60 - 64 Years,8.1
2000,Female Age Specific Death Rate,65 - 69 Years,15.1
2000,Female Age Specific Death Rate,70 - 74 Years,22.7
2000,Female Age Specific Death Rate,75 Years & Over,71.3
2000,Female Age Specific Death Rate,70 Years & Over,50.4
2000,Female Age Specific Death Rate,75 - 79 Years,42.2
2000,Female Age Specific Death Rate,80 - 84 Years,67.5
2000,Female Age Specific Death Rate,85 Years & Over,132.1
2000,Total Age Specific Death Rate,Under 1 Year,2.5
2000,Total Age Specific Death Rate,1  -  4 Years,0.3
2000,Total Age Specific Death Rate,5  -  9 Years,0.1
2000,Total Age Specific Death Rate,10 - 14 Years,0.2
2000,Total Age Specific Death Rate,15 - 19 Years,0.3
2000,Total Age Specific Death Rate,20 - 24 Years,0.5
2000,Total Age Specific Death Rate,25 - 29 Years,0.4
2000,Total Age Specific Death Rate,30 - 34 Years,0.6
2000,Total Age Specific Death Rate,35 - 39 Years,1
2000,Total Age Specific Death Rate,40 - 44 Years,1.4
2000,Total Age Specific Death Rate,45 - 49 Years,2.2
2000,Total Age Specific Death Rate,50 - 54 Years,3.5
2000,Total Age Specific Death Rate,55 - 59 Years,6.1
2000,Total Age Specific Death Rate,60 - 64 Years,11.2
2000,Total Age Specific Death Rate,65 - 69 Years,19.6
2000,Total Age Specific Death Rate,70 - 74 Years,29.1
2000,Total Age Specific Death Rate,75 Years & Over,78.5
2000,Total Age Specific Death Rate,70 Years & Over,56
2000,Total Age Specific Death Rate,75 - 79 Years,50.8
2000,Total Age Specific Death Rate,80 - 84 Years,81.3
2000,Total Age Specific Death Rate,85 Years & Over,137.5
2001,Male Age Specific Death Rate,Under 1 Year,2.4
2001,Male Age Specific Death Rate,1  -  4 Years,0.3
2001,Male Age Specific Death Rate,5  -  9 Years,0.1
2001,Male Age Specific Death Rate,10 - 14 Years,0.1
2001,Male Age Specific Death Rate,15 - 19 Years,0.4
2001,Male Age Specific Death Rate,20 - 24 Years,0.7
2001,Male Age Specific Death Rate,25 - 29 Years,0.7
2001,Male Age Specific Death Rate,30 - 34 Years,0.7
2001,Male Age Specific Death Rate,35 - 39 Years,1
2001,Male Age Specific Death Rate,40 - 44 Years,1.6
2001,Male Age Specific Death Rate,45 - 49 Years,2.5
2001,Male Age Specific Death Rate,50 - 54 Years,4.7
2001,Male Age Specific Death Rate,55 - 59 Years,8.2
2001,Male Age Specific Death Rate,60 - 64 Years,13.3
2001,Male Age Specific Death Rate,65 - 69 Years,23.5
2001,Male Age Specific Death Rate,70 - 74 Years,36.3
2001,Male Age Specific Death Rate,75 Years & Over,80.7
2001,Male Age Specific Death Rate,70 Years & Over,59.4
2001,Male Age Specific Death Rate,75 - 79 Years,54.6
2001,Male Age Specific Death Rate,80 - 84 Years,90.2
2001,Male Age Specific Death Rate,85 Years & Over,143.5
2001,Female Age Specific Death Rate,Under 1 Year,2.1
2001,Female Age Specific Death Rate,1  -  4 Years,0.2
2001,Female Age Specific Death Rate,5  -  9 Years,0.1
2001,Female Age Specific Death Rate,10 - 14 Years,0.1
2001,Female Age Specific Death Rate,15 - 19 Years,0.3
2001,Female Age Specific Death Rate,20 - 24 Years,0.2
2001,Female Age Specific Death Rate,25 - 29 Years,0.2
2001,Female Age Specific Death Rate,30 - 34 Years,0.5
2001,Female Age Specific Death Rate,35 - 39 Years,0.6
2001,Female Age Specific Death Rate,40 - 44 Years,0.9
2001,Female Age Specific Death Rate,45 - 49 Years,1.5
2001,Female Age Specific Death Rate,50 - 54 Years,2.6
2001,Female Age Specific Death Rate,55 - 59 Years,4.6
2001,Female Age Specific Death Rate,60 - 64 Years,7.2
2001,Female Age Specific Death Rate,65 - 69 Years,12.9
2001,Female Age Specific Death Rate,70 - 74 Years,22.7
2001,Female Age Specific Death Rate,75 Years & Over,66.6
2001,Female Age Specific Death Rate,70 Years & Over,47.9
2001,Female Age Specific Death Rate,75 - 79 Years,38
2001,Female Age Specific Death Rate,80 - 84 Years,64
2001,Female Age Specific Death Rate,85 Years & Over,125.3
2001,Total Age Specific Death Rate,Under 1 Year,2.2
2001,Total Age Specific Death Rate,1  -  4 Years,0.3
2001,Total Age Specific Death Rate,5  -  9 Years,0.1
2001,Total Age Specific Death Rate,10 - 14 Years,0.1
2001,Total Age Specific Death Rate,15 - 19 Years,0.4
2001,Total Age Specific Death Rate,20 - 24 Years,0.5
2001,Total Age Specific Death Rate,25 - 29 Years,0.4
2001,Total Age Specific Death Rate,30 - 34 Years,0.6
2001,Total Age Specific Death Rate,35 - 39 Years,0.8
2001,Total Age Specific Death Rate,40 - 44 Years,1.3
2001,Total Age Specific Death Rate,45 - 49 Years,2
2001,Total Age Specific Death Rate,50 - 54 Years,3.7
2001,Total Age Specific Death Rate,55 - 59 Years,6.4
2001,Total Age Specific Death Rate,60 - 64 Years,10.2
2001,Total Age Specific Death Rate,65 - 69 Years,18
2001,Total Age Specific Death Rate,70 - 74 Years,29
2001,Total Age Specific Death Rate,75 Years & Over,72.3
2001,Total Age Specific Death Rate,70 Years & Over,52.9
2001,Total Age Specific Death Rate,75 - 79 Years,45.4
2001,Total Age Specific Death Rate,80 - 84 Years,74.2
2001,Total Age Specific Death Rate,85 Years & Over,131.7
2002,Male Age Specific Death Rate,Under 1 Year,3.4
2002,Male Age Specific Death Rate,1  -  4 Years,0.2
2002,Male Age Specific Death Rate,5  -  9 Years,0.1
2002,Male Age Specific Death Rate,10 - 14 Years,0.1
2002,Male Age Specific Death Rate,15 - 19 Years,0.3
2002,Male Age Specific Death Rate,20 - 24 Years,0.6
2002,Male Age Specific Death Rate,25 - 29 Years,0.6
2002,Male Age Specific Death Rate,30 - 34 Years,0.6
2002,Male Age Specific Death Rate,35 - 39 Years,1.1
2002,Male Age Specific Death Rate,40 - 44 Years,1.6
2002,Male Age Specific Death Rate,45 - 49 Years,2.7
2002,Male Age Specific Death Rate,50 - 54 Years,4.3
2002,Male Age Specific Death Rate,55 - 59 Years,8.4
2002,Male Age Specific Death Rate,60 - 64 Years,13.1
2002,Male Age Specific Death Rate,65 - 69 Years,22.6
2002,Male Age Specific Death Rate,70 - 74 Years,34
2002,Male Age Specific Death Rate,75 Years & Over,79.7
2002,Male Age Specific Death Rate,70 Years & Over,58.4
2002,Male Age Specific Death Rate,75 - 79 Years,53.7
2002,Male Age Specific Death Rate,80 - 84 Years,90.3
2002,Male Age Specific Death Rate,85 Years & Over,142.5
2002,Female Age Specific Death Rate,Under 1 Year,2.3
2002,Female Age Specific Death Rate,1  -  4 Years,0.1
2002,Female Age Specific Death Rate,5  -  9 Years,0.1
2002,Female Age Specific Death Rate,10 - 14 Years,0.1
2002,Female Age Specific Death Rate,15 - 19 Years,0.3
2002,Female Age Specific Death Rate,20 - 24 Years,0.3
2002,Female Age Specific Death Rate,25 - 29 Years,0.3
2002,Female Age Specific Death Rate,30 - 34 Years,0.4
2002,Female Age Specific Death Rate,35 - 39 Years,0.7
2002,Female Age Specific Death Rate,40 - 44 Years,0.8
2002,Female Age Specific Death Rate,45 - 49 Years,1.5
2002,Female Age Specific Death Rate,50 - 54 Years,2.8
2002,Female Age Specific Death Rate,55 - 59 Years,4.2
2002,Female Age Specific Death Rate,60 - 64 Years,7.6
2002,Female Age Specific Death Rate,65 - 69 Years,12.9
2002,Female Age Specific Death Rate,70 - 74 Years,22.8
2002,Female Age Specific Death Rate,75 Years & Over,65.4
2002,Female Age Specific Death Rate,70 Years & Over,47.7
2002,Female Age Specific Death Rate,75 - 79 Years,37.5
2002,Female Age Specific Death Rate,80 - 84 Years,63.9
2002,Female Age Specific Death Rate,85 Years & Over,121.8
2002,Total Age Specific Death Rate,Under 1 Year,2.9
2002,Total Age Specific Death Rate,1  -  4 Years,0.2
2002,Total Age Specific Death Rate,5  -  9 Years,0.1
2002,Total Age Specific Death Rate,10 - 14 Years,0.1
2002,Total Age Specific Death Rate,15 - 19 Years,0.3
2002,Total Age Specific Death Rate,20 - 24 Years,0.5
2002,Total Age Specific Death Rate,25 - 29 Years,0.4
2002,Total Age Specific Death Rate,30 - 34 Years,0.5
2002,Total Age Specific Death Rate,35 - 39 Years,0.9
2002,Total Age Specific Death Rate,40 - 44 Years,1.2
2002,Total Age Specific Death Rate,45 - 49 Years,2.1
2002,Total Age Specific Death Rate,50 - 54 Years,3.5
2002,Total Age Specific Death Rate,55 - 59 Years,6.3
2002,Total Age Specific Death Rate,60 - 64 Years,10.3
2002,Total Age Specific Death Rate,65 - 69 Years,17.6
2002,Total Age Specific Death Rate,70 - 74 Years,28
2002,Total Age Specific Death Rate,75 Years & Over,71.3
2002,Total Age Specific Death Rate,70 Years & Over,52.3
2002,Total Age Specific Death Rate,75 - 79 Years,44.8
2002,Total Age Specific Death Rate,80 - 84 Years,74.3
2002,Total Age Specific Death Rate,85 Years & Over,128.9
2003,Male Age Specific Death Rate,Under 1 Year,2.8
2003,Male Age Specific Death Rate,1  -  4 Years,0.2
2003,Male Age Specific Death Rate,5  -  9 Years,0.2
2003,Male Age Specific Death Rate,10 - 14 Years,0.2
2003,Male Age Specific Death Rate,15 - 19 Years,0.5
2003,Male Age Specific Death Rate,20 - 24 Years,0.8
2003,Male Age Specific Death Rate,25 - 29 Years,0.6
2003,Male Age Specific Death Rate,30 - 34 Years,0.8
2003,Male Age Specific Death Rate,35 - 39 Years,0.9
2003,Male Age Specific Death Rate,40 - 44 Years,1.6
2003,Male Age Specific Death Rate,45 - 49 Years,2.7
2003,Male Age Specific Death Rate,50 - 54 Years,4.2
2003,Male Age Specific Death Rate,55 - 59 Years,7.6
2003,Male Age Specific Death Rate,60 - 64 Years,13.3
2003,Male Age Specific Death Rate,65 - 69 Years,23
2003,Male Age Specific Death Rate,70 - 74 Years,37.3
2003,Male Age Specific Death Rate,75 Years & Over,88.8
2003,Male Age Specific Death Rate,70 Years & Over,64.1
2003,Male Age Specific Death Rate,75 - 79 Years,65.5
2003,Male Age Specific Death Rate,80 - 84 Years,89.6
2003,Male Age Specific Death Rate,85 Years & Over,150.1
2003,Female Age Specific Death Rate,Under 1 Year,2.2
2003,Female Age Specific Death Rate,1  -  4 Years,0.2
2003,Female Age Specific Death Rate,5  -  9 Years,0.1
2003,Female Age Specific Death Rate,10 - 14 Years,0.1
2003,Female Age Specific Death Rate,15 - 19 Years,0.2
2003,Female Age Specific Death Rate,20 - 24 Years,0.4
2003,Female Age Specific Death Rate,25 - 29 Years,0.3
2003,Female Age Specific Death Rate,30 - 34 Years,0.3
2003,Female Age Specific Death Rate,35 - 39 Years,0.6
2003,Female Age Specific Death Rate,40 - 44 Years,0.8
2003,Female Age Specific Death Rate,45 - 49 Years,1.5
2003,Female Age Specific Death Rate,50 - 54 Years,2.7
2003,Female Age Specific Death Rate,55 - 59 Years,3.9
2003,Female Age Specific Death Rate,60 - 64 Years,7.1
2003,Female Age Specific Death Rate,65 - 69 Years,12.5
2003,Female Age Specific Death Rate,70 - 74 Years,20.1
2003,Female Age Specific Death Rate,75 Years & Over,69.2
2003,Female Age Specific Death Rate,70 Years & Over,48.9
2003,Female Age Specific Death Rate,75 - 79 Years,41.1
2003,Female Age Specific Death Rate,80 - 84 Years,65.6
